1000 0.000108894
1500 0.000207629
2000 0.000235147
2500 0.00033399
3000 0.000447837
3500 0.000431726
4000 0.000515088
4500 0.000614346
5000 0.000729371
5500 0.000844079
6000 0.000962451
6500 0.000834689
7000 0.000937452
7500 0.0010148
8000 0.00112252
8500 0.00121836
9000 0.00135211
9500 0.00142635
10000 0.00154642
10500 0.001734
11000 0.001873
11500 0.001938
12000 0.002093
12500 0.00225
13000 0.001825
13500 0.001933
14000 0.002039
14500 0.002527
15000 0.002231
15500 0.002311
16000 0.002438
16500 0.002546
17000 0.002812
17500 0.002791
18000 0.003121
18500 0.002961
19000 0.003131
19500 0.003353
20000 0.003365
20500 0.003517
21000 0.003663
21500 0.003683
22000 0.003827
22500 0.004049
23000 0.004086
23500 0.004262
24000 0.004607
24500 0.004478
25000 0.004644
25500 0.004185
26000 0.003948
26500 0.004304
27000 0.004116
27500 0.004187
28000 0.004447
28500 0.00439
29000 0.005068
29500 0.004604
30000 0.004736
30500 0.004844
31000 0.005088
31500 0.00626
32000 0.005125
32500 0.005394
33000 0.005489
33500 0.005838
34000 0.005633
34500 0.005905
35000 0.006187
35500 0.005967
36000 0.006319
36500 0.006189
37000 0.006987
37500 0.006425
38000 0.006849
38500 0.00665
39000 0.006943
39500 0.006937
40000 0.007032
40500 0.007483
41000 0.007281
41500 0.00757
42000 0.007738
42500 0.007916
43000 0.007813
43500 0.007954
44000 0.008154
44500 0.008202
45000 0.008357
45500 0.008532
46000 0.008652
46500 0.008841
47000 0.008976
47500 0.00906
48000 0.009383
48500 0.009539
49000 0.009495
49500 0.009756
50000 0.009756
