1000000 3.02e-07
1100000 2.65e-07
1200000 1.85e-07
1300000 3.41e-07
1400000 2.76e-07
1500000 3.76e-07
1600000 2.67e-07
1700000 3.09e-07
1800000 3.24e-07
1900000 2.7e-07
2000000 1.89e-07
2100000 2.47e-07
2200000 2.88e-07
2300000 2.89e-07
2400000 2.84e-07
2500000 3.35e-07
2600000 3e-07
2700000 2e-07
2800000 2.88e-07
2900000 4.9e-07
3000000 2.84e-07
3100000 1.89e-07
3200000 2.86e-07
3300000 3.19e-07
3400000 2.92e-07
3500000 3.07e-07
3600000 3.91e-07
3700000 3.04e-07
3800000 3.26e-07
3900000 2.94e-07
4000000 3.1e-07
4100000 4.12e-07
4200000 3.32e-07
4300000 3.69e-07
4400000 3.81e-07
4500000 4.08e-07
4600000 3.38e-07
4700000 2.91e-07
4800000 3.14e-07
4900000 3.16e-07
5000000 3.93e-07
5100000 2.96e-07
5200000 3.52e-07
5300000 3.64e-07
5400000 3.72e-07
5500000 4.41e-07
5600000 3.43e-07
5700000 3.61e-07
5800000 3.82e-07
5900000 3.52e-07
6000000 1.86e-07
6100000 3.9e-07
6200000 2.87e-07
6300000 3.62e-07
6400000 4.59e-07
6500000 5.18e-07
6600000 4.24e-07
6700000 3.81e-07
6800000 3.9e-07
6900000 5.16e-07
7000000 4.04e-07
7100000 3.73e-07
7200000 3.83e-07
7300000 3.48e-07
7400000 3.59e-07
7500000 3.83e-07
7600000 3.41e-07
7700000 3.94e-07
7800000 3.53e-07
7900000 3.84e-07
8000000 3.35e-07
8100000 3.96e-07
8200000 3.51e-07
8300000 2.8e-07
8400000 4.47e-07
8500000 4.87e-07
8600000 3.72e-07
8700000 4.29e-07
8800000 3.85e-07
8900000 3.47e-07
9000000 3.52e-07
9100000 4.17e-07
9200000 3.52e-07
9300000 3.77e-07
9400000 4.91e-07
9500000 4.8e-07
9600000 3.71e-07
9700000 3.5e-07
9800000 3.52e-07
9900000 4.57e-07
10000000 3.47e-07
